TimeStamp, TYPE_ACC0, TYPE_ACC1, TYPE_ACC2, TYPE_MAG0, TYPE_MAG1, TYPE_MAG2, TYPE_GYRO0, TYPE_GYRO1, TYPE_GYRO2, TYPE_ROTATION0, TYPE_ROTATION1, TYPE_ROTATION2, TYPE_LINEAR0, TYPE_LINEAR1, TYPE_LINEAR2, TYPE_GRAVITY0, TYPE_GRAVITY1, TYPE_GRAVITY2, position_x, position_y, velocity_x, velocity_y, pressure, size, mCurrentPattern, Counter,Name,Pattern
19157495,-1.668747,5.6670685,8.18338,-1.668747,5.6670685,8.18338,-1.668747,5.6670685,8.18338,-1.668747,5.6670685,8.18338,-1.668747,5.6670685,8.18338,-1.668747,5.6670685,8.18338,864.0367,324.16907,-2742.6228,-1946.3727,0.6375,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",37,James,A
19157630,-1.3048248,5.1882324,8.283936,-1.3048248,5.1882324,8.283936,-1.3048248,5.1882324,8.283936,0.18022156,0.2392273,0.58184814,0.18022156,0.2392273,0.58184814,0.18022156,0.2392273,0.58184814,652,201,0,0,0.25,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",38,James,A
19157893,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,303,730,0,0,0.3125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",38,James,A
19157893,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,-1.4293365,5.705368,8.130707,303,730,0,0,0.3125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",38,James,A
19158047,-1.4724274,5.7819824,8.298294,-1.4724274,5.7819824,8.298294,-0.045791626,-0.002120972,0.006378174,-0.045791626,-0.002120972,0.006378174,-0.010025024,0.31826782,0.2871399,-0.010025024,0.31826782,0.2871399,623.2464,1062.664,2723.2407,1997.1055,0.575,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",38,James,A
19158247,-1.4245453,5.4420166,8.422791,-1.4245453,5.4420166,8.422791,-0.06602478,-0.004257202,0.020217896,-0.06602478,-0.004257202,0.020217896,0.09187317,0.001342773,0.40611267,0.09187317,0.001342773,0.40611267,1081.2228,799.4414,796.5096,-4746.1357,0.575,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",38,James,A
19158397,-1.8076172,5.5569305,7.7859344,31.492615,-8.24585,-22.929382,31.492615,-8.24585,-22.929382,31.492615,-8.24585,-22.929382,31.492615,-8.24585,-22.929382,31.492615,-8.24585,-22.929382,869.59827,292.4624,-2180.6123,-831.58563,0.575,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",38,James,A
19158548,-1.4628448,5.3558197,7.642288,-1.4628448,5.3558197,7.642288,-1.4628448,5.3558197,7.642288,-1.4628448,5.3558197,7.642288,-1.4628448,5.3558197,7.642288,-1.4628448,5.3558197,7.642288,666,268,0,0,0.275,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",39,James,A
19158840,-1.6495972,5.7101593,7.9487457,-1.6495972,5.7101593,7.9487457,0.10014343,-0.057525635,0.061767578,0.10014343,-0.057525635,0.061767578,-0.20379639,0.19197083,-0.02796936,-0.20379639,0.19197083,-0.02796936,273,789,0,0,0.375,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",39,James,A
19158840,-1.6495972,5.7101593,7.9487457,-1.6495972,5.7101593,7.9487457,0.10014343,-0.057525635,0.061767578,0.10014343,-0.057525635,0.061767578,-0.20379639,0.19197083,-0.02796936,-0.20379639,0.19197083,-0.02796936,273,789,0,0,0.375,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",39,James,A
19159015,-1.5873413,5.633545,8.097183,-1.5873413,5.633545,8.097183,0.042617798,0.019165039,-0.053268433,0.042617798,0.019165039,-0.053268433,-0.15202332,0.16235352,0.08633423,-0.15202332,0.16235352,0.08633423,619.81793,1095.9089,1874.518,843.02075,0.375,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",39,James,A
19159249,-1.2090607,5.341461,8.06366,-1.2090607,5.341461,8.06366,-0.027679443,0.041534424,0.001052856,-0.027679443,0.041534424,0.001052856,0.26231384,-0.14633179,0.070617676,0.26231384,-0.14633179,0.070617676,1049.4366,791.2322,262.30576,-4070.5547,0.375,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",39,James,A
19159383,-1.7310028,5.7101593,7.771576,-1.7310028,5.7101593,7.771576,-1.7310028,5.7101593,7.771576,-1.7310028,5.7101593,7.771576,-1.7310028,5.7101593,7.771576,-1.7310028,5.7101593,7.771576,833.2219,371.8037,-2317.2131,-1481.5333,0.375,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",39,James,A
19159625,-1.237793,5.3989105,8.609543,-1.237793,5.3989105,8.609543,0.094818115,0.001068115,-0.0894928,0.094818115,0.001068115,-0.0894928,0.094818115,0.001068115,-0.0894928,0.094818115,0.001068115,-0.0894928,585.5,303.5,0,0,0.22500001,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",40,James,A
19159857,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,321,768,0,0,0.4125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",40,James,A
19159857,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,-1.261734,5.384552,8.231262,321,768,0,0,0.4125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",40,James,A
19160018,-1.4724274,5.7532654,8.403641,-1.4724274,5.7532654,8.403641,-0.045791626,0.015975952,-0.06498718,-0.045791626,0.015975952,-0.06498718,-0.045791626,0.015975952,-0.06498718,-0.045791626,0.015975952,-0.06498718,637.79785,1054.3673,2570.9436,1192.954,0.4125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",40,James,A
19160185,-1.1851196,5.250473,8.18338,-1.1851196,5.250473,8.18338,-0.09799194,-0.027694702,-0.02557373,-0.09799194,-0.027694702,-0.02557373,-0.09799194,-0.027694702,-0.02557373,-0.09799194,-0.027694702,-0.02557373,1105.9017,852.58936,575.41003,-4754.5156,0.4125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",40,James,A
19160352,-1.8602905,5.662277,7.771576,-1.8602905,5.662277,7.771576,-1.8602905,5.662277,7.771576,-1.8602905,5.662277,7.771576,-0.4013214,0.21876526,-0.2539215,-0.4013214,0.21876526,-0.2539215,859.13196,306.56598,-1877.8577,-840.7564,0.4125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",40,James,A
19160457,-0.96006775,5.250473,8.446732,-0.96006775,5.250473,8.446732,-0.96006775,5.250473,8.446732,0.1869812,0.24014282,0.58299255,0.1869812,0.24014282,0.58299255,0.1869812,0.24014282,0.58299255,750.5,258,0,0,0.4125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",41,James,A
19160714,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,304,768,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",41,James,A
19160714,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,-1.5586243,5.6191864,8.188156,304,768,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",41,James,A
19160870,-1.371872,5.4898987,8.384491,-1.371872,5.4898987,8.384491,-1.371872,5.4898987,8.384491,0.1849823,0.2394104,0.58461,0.1849823,0.2394104,0.58461,0.1849823,0.2394104,0.58461,630.32385,1054.9641,2760.8733,1500.6575,0.58750004,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",41,James,A
19161087,-1.5969238,5.542572,8.331818,-1.5969238,5.542572,8.331818,-1.5969238,5.542572,8.331818,-1.5969238,5.542572,8.331818,-1.5969238,5.542572,8.331818,-1.5969238,5.542572,8.331818,1087.4532,808.55383,-795.9023,-5160.015,0.58750004,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",41,James,A
19161237,-1.7022705,5.638336,8.130707,-1.7022705,5.638336,8.130707,-1.7022705,5.638336,8.130707,-1.7022705,5.638336,8.130707,-1.7022705,5.638336,8.130707,-1.7022705,5.638336,8.130707,834.4611,336.93372,-1519.0541,-1242.4009,0.58750004,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",41,James,A
19161338,-1.1851196,5.3941345,8.173798,30.970764,-8.4198,-21.426392,30.970764,-8.4198,-21.426392,30.970764,-8.4198,-21.426392,30.970764,-8.4198,-21.426392,30.970764,-8.4198,-21.426392,700,276,0,0,0.275,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",42,James,A
19161611,-1.6017151,5.590454,8.394058,-1.6017151,5.590454,8.394058,0.0703125,-0.027694702,0.038330078,0.18888855,0.24172974,0.5819855,0.18888855,0.24172974,0.5819855,0.18888855,0.24172974,0.5819855,324,758,0,0,0.45000002,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",42,James,A
19161611,-1.6017151,5.590454,8.394058,-1.6017151,5.590454,8.394058,0.0703125,-0.027694702,0.038330078,0.18888855,0.24172974,0.5819855,0.18888855,0.24172974,0.5819855,0.18888855,0.24172974,0.5819855,324,758,0,0,0.45000002,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",42,James,A
19161772,-1.3479309,5.609604,8.111542,-1.3479309,5.609604,8.111542,-0.02128601,-0.020233154,-0.057525635,-0.02128601,-0.020233154,-0.057525635,-0.02128601,-0.020233154,-0.057525635,-0.02128601,-0.020233154,-0.057525635,674.6631,1058.8315,2655.849,1146.2242,0.45000002,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",42,James,A
19161955,-1.3479309,5.3989105,8.001419,-1.3479309,5.3989105,8.001419,-0.04472351,0.019165039,0.03300476,-0.04472351,0.019165039,0.03300476,-0.04472351,0.019165039,0.03300476,-0.04472351,0.019165039,0.03300476,1111.9275,856.2964,1019.48694,-2983.994,0.45000002,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",42,James,A
19162139,-1.5825653,5.681427,8.04451,-1.5825653,5.681427,8.04451,0.02557373,-0.017044067,0.06921387,0.02557373,-0.017044067,0.06921387,0.02557373,-0.017044067,0.06921387,0.02557373,-0.017044067,0.06921387,838.0132,305.69257,-2436.858,-1522.483,0.45000002,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",42,James,A
19162235,-1.1899109,5.288788,8.417999,29.925537,-9.463501,-23.095703,29.925537,-9.463501,-23.095703,29.925537,-9.463501,-23.095703,29.925537,-9.463501,-23.095703,29.925537,-9.463501,-23.095703,680.295,235.21582,0,0,0.45000002,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",43,James,A
19162500,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,333,741,0,0,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",43,James,A
19162500,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,-1.687912,5.7149506,8.283936,333,741,0,0,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",43,James,A
19162657,-1.5107269,5.590454,8.216888,-1.5107269,5.590454,8.216888,-1.5107269,5.590454,8.216888,-1.5107269,5.590454,8.216888,-1.5107269,5.590454,8.216888,-1.5107269,5.590454,8.216888,670.44135,1055.2406,2213.0532,797.22437,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",43,James,A
19162824,-1.4820099,5.3031464,8.192947,-1.4820099,5.3031464,8.192947,-1.4820099,5.3031464,8.192947,-1.4820099,5.3031464,8.192947,-1.4820099,5.3031464,8.192947,-1.4820099,5.3031464,8.192947,1088.13,847.85693,2627.228,-2955.8694,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",43,James,A
19163024,-1.5442505,5.504257,8.164215,-1.5442505,5.504257,8.164215,-1.5442505,5.504257,8.164215,-1.5442505,5.504257,8.164215,-1.5442505,5.504257,8.164215,-1.5442505,5.504257,8.164215,854.8652,308.35394,-2830.324,-978.822,0.5125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",43,James,A
19163140,-1.103714,5.5760956,8.485046,31.144714,-9.289551,-22.261047,31.144714,-9.289551,-22.261047,31.144714,-9.289551,-22.261047,31.144714,-9.289551,-22.261047,31.144714,-9.289551,-22.261047,695,239,0,0,0.25,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",44,James,A
19163438,-1.4820099,5.815506,8.058868,-1.4820099,5.815506,8.058868,-1.4820099,5.815506,8.058868,-1.4820099,5.815506,8.058868,-0.093811035,0.27801514,0.08528137,-0.093811035,0.27801514,0.08528137,334,805,0,0,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",44,James,A
19163438,-1.4820099,5.815506,8.058868,-1.4820099,5.815506,8.058868,-1.4820099,5.815506,8.058868,-1.4820099,5.815506,8.058868,-0.093811035,0.27801514,0.08528137,-0.093811035,0.27801514,0.08528137,334,805,0,0,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",44,James,A
19163575,-1.4436951,5.5569305,8.403641,-1.4436951,5.5569305,8.403641,-1.4436951,5.5569305,8.403641,-1.4436951,5.5569305,8.403641,-1.4436951,5.5569305,8.403641,-1.4436951,5.5569305,8.403641,610.20825,1073.5151,2997.0698,2143.3708,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",44,James,A
19163793,-1.1851196,5.4420166,8.039719,-1.1851196,5.4420166,8.039719,-1.1851196,5.4420166,8.039719,-1.1851196,5.4420166,8.039719,0.26005554,-0.064941406,0.05505371,0.26005554,-0.064941406,0.05505371,1096.2994,823.8878,714.6695,-3349.7192,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",44,James,A
19163926,-1.7597351,5.542572,7.757202,-1.7597351,5.542572,7.757202,-0.0713501,0.030883789,-0.045806885,0.18457031,0.24034119,0.5829773,0.18457031,0.24034119,0.5829773,0.18457031,0.24034119,0.5829773,845.8926,343.73553,-2636.2073,-1465.3353,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",44,James,A
19164062,-1.0127411,5.5138397,8.508987,32.014465,-9.811401,-22.763062,32.014465,-9.811401,-22.763062,32.014465,-9.811401,-22.763062,32.014465,-9.811401,-22.763062,32.014465,-9.811401,-22.763062,668,281,0,0,0.2375,0.003921569,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",45,James,A
19164301,-1.6639557,5.6862183,8.125916,-1.6639557,5.6862183,8.125916,0.069244385,-0.06604004,0.037261963,0.069244385,-0.06604004,0.037261963,0.069244385,-0.06604004,0.037261963,0.069244385,-0.06604004,0.037261963,322,717,0,0,0.5125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",45,James,A
19164301,-1.6639557,5.6862183,8.125916,-1.6639557,5.6862183,8.125916,0.069244385,-0.06604004,0.037261963,0.069244385,-0.06604004,0.037261963,0.069244385,-0.06604004,0.037261963,0.069244385,-0.06604004,0.037261963,322,717,0,0,0.5125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",45,James,A
19164477,-1.3335571,5.5760956,8.336609,-1.3335571,5.5760956,8.336609,-1.3335571,5.5760956,8.336609,0.1856842,0.2397461,0.58436584,0.1856842,0.2397461,0.58436584,0.1856842,0.2397461,0.58436584,691.0459,1038.0276,1810.3785,1073.2623,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",45,James,A
19164661,-1.4484863,5.451584,8.178589,-1.4484863,5.451584,8.178589,-1.4484863,5.451584,8.178589,-1.4484863,5.451584,8.178589,-1.4484863,5.451584,8.178589,-1.4484863,5.451584,8.178589,1077.678,822.0311,1573.2567,-3566.8525,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",45,James,A
19164845,-1.577774,5.6000366,8.331818,-1.577774,5.6000366,8.331818,-1.577774,5.6000366,8.331818,-1.577774,5.6000366,8.331818,-1.577774,5.6000366,8.331818,-1.577774,5.6000366,8.331818,889.7125,289.77002,-1862.2893,-1521.7485,0.5125,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",45,James,A
19164947,-1.3000488,5.4659576,7.915222,-1.3000488,5.4659576,7.915222,-1.3000488,5.4659576,7.915222,-1.3000488,5.4659576,7.915222,-1.3000488,5.4659576,7.915222,-1.4050903,5.518921,7.9834595,764,230,0,0,0.5125,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",46,James,A
19165246,-1.529892,5.4659576,7.8816986,-1.529892,5.4659576,7.8816986,-1.529892,5.4659576,7.8816986,0.18972778,0.24121094,0.582428,0.18972778,0.24121094,0.582428,0.18972778,0.24121094,0.582428,335,762,0,0,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",46,James,A
19165246,-1.529892,5.4659576,7.8816986,-1.529892,5.4659576,7.8816986,-1.529892,5.4659576,7.8816986,0.18972778,0.24121094,0.582428,0.18972778,0.24121094,0.582428,0.18972778,0.24121094,0.582428,335,762,0,0,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",46,James,A
19165396,-1.2713165,5.456375,8.231262,-1.2713165,5.456375,8.231262,-1.2713165,5.456375,8.231262,-1.2713165,5.456375,8.231262,-1.2713165,5.456375,8.231262,-1.2713165,5.456375,8.231262,635.804,1044.3573,2369.0737,960.8672,0.5,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",46,James,A
19165580,-1.577774,5.446808,7.9439545,-1.577774,5.446808,7.9439545,-1.577774,5.446808,7.9439545,-1.577774,5.446808,7.9439545,-1.577774,5.446808,7.9439545,-1.577774,5.446808,7.9439545,1099.9812,857.0376,1248.1705,-2647.4243,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",46,James,A
19165814,-1.6017151,5.633545,8.135483,-1.6017151,5.633545,8.135483,-1.6017151,5.633545,8.135483,0.18406677,0.24157715,0.58314514,0.18406677,0.24157715,0.58314514,0.18406677,0.24157715,0.58314514,888.68744,247.46588,-1208.4933,-669.66705,0.5,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",46,James,A
19167246,-1.5346832,5.7101593,8.173798,-1.5346832,5.7101593,8.173798,0.20880127,-0.0745697,0.07987976,0.20880127,-0.0745697,0.07987976,-0.02243042,0.20289612,0.20185852,-0.02243042,0.20289612,0.20185852,792.3644,270.0932,0,0,0.625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",47,James,A
19167849,-1.5681915,5.7388916,7.70932,-1.5681915,5.7388916,7.70932,-0.058563232,-0.012771606,-0.020248413,-0.058563232,-0.012771606,-0.020248413,-0.1385498,0.16474915,-0.2313385,-0.1385498,0.16474915,-0.2313385,389,739,0,0,0.3125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",47,James,A
19167849,-1.5681915,5.7388916,7.70932,-1.5681915,5.7388916,7.70932,-0.058563232,-0.012771606,-0.020248413,-0.058563232,-0.012771606,-0.020248413,-0.1385498,0.16474915,-0.2313385,-0.1385498,0.16474915,-0.2313385,389,739,0,0,0.3125,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",47,James,A
19168035,-1.5873413,5.681427,8.106766,-1.5873413,5.681427,8.106766,0.020248413,-0.001068115,-0.009597778,0.020248413,-0.001068115,-0.009597778,0.020248413,-0.001068115,-0.009597778,0.020248413,-0.001068115,-0.009597778,711.9157,1029.2756,2092.58,766.2358,0.6,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",47,James,A
19168219,-1.4341125,5.365402,8.154648,-1.4341125,5.365402,8.154648,0.057525635,0.006393433,-0.046875,0.057525635,0.006393433,-0.046875,0.057525635,0.006393433,-0.046875,0.057525635,0.006393433,-0.046875,1103.3658,861.8456,1575.7635,-2227.7964,0.6,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",47,James,A
19168419,-1.9081726,5.700592,7.9439545,-1.9081726,5.700592,7.9439545,-0.109695435,-0.010650635,-0.003204346,-0.109695435,-0.010650635,-0.003204346,-0.109695435,-0.010650635,-0.003204346,-0.109695435,-0.010650635,-0.003204346,872.62695,289.62695,-2873.2905,-2939.6514,0.6,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",47,James,A
19168605,-1.2330017,5.5138397,7.939163,-1.2330017,5.5138397,7.939163,-1.2330017,5.5138397,7.939163,-1.2330017,5.5138397,7.939163,0.22669983,-0.07929993,0.017349243,0.22669983,-0.07929993,0.017349243,718.65076,194,0,0,0.6,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",48,James,A
19168946,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,383,712,0,0,0.425,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",48,James,A
19168946,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,-1.5251007,5.7149506,7.8242493,383,712,0,0,0.425,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",48,James,A
19169138,-1.687912,5.887329,7.72847,-1.687912,5.887329,7.72847,-1.687912,5.887329,7.72847,-1.687912,5.887329,7.72847,-1.687912,5.887329,7.72847,-1.687912,5.887329,7.72847,730.72504,1020.40137,2263.667,496.38257,0.425,0.019607844,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",48,James,A
19169305,-1.2042694,5.240906,8.145065,-1.2042694,5.240906,8.145065,-1.2042694,5.240906,8.145065,0.18591309,0.24467468,0.5858002,0.18591309,0.24467468,0.5858002,0.18591309,0.24467468,0.5858002,1118.1138,848.8456,442.69138,-2965.2803,0.425,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",48,James,A
19169472,-1.7980347,5.8298798,8.030151,-1.7980347,5.8298798,8.030151,-1.7980347,5.8298798,8.030151,0.18400574,0.24533081,0.58325195,0.18400574,0.24533081,0.58325195,0.18400574,0.24533081,0.58325195,854.05615,325.47668,-1820.3611,-1560.3994,0.425,0.011764707,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",48,James,A
19169624,-1.2521667,5.360611,8.092392,-1.2521667,5.360611,8.092392,0.22903442,-0.030883789,-0.03303528,0.22903442,-0.030883789,-0.03303528,0.22903442,-0.030883789,-0.03303528,0.22903442,-0.030883789,-0.03303528,740,240,0,0,0.425,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",49,James,A
19169981,-1.3670807,5.518631,8.02536,-1.3670807,5.518631,8.02536,-0.050048828,-0.030883789,0.036193848,-0.050048828,-0.030883789,0.036193848,-0.050048828,-0.030883789,0.036193848,-0.050048828,-0.030883789,0.036193848,275,771,0,0,0.3625,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",49,James,A
19169981,-1.3670807,5.518631,8.02536,-1.3670807,5.518631,8.02536,-0.050048828,-0.030883789,0.036193848,-0.050048828,-0.030883789,0.036193848,-0.050048828,-0.030883789,0.036193848,-0.050048828,-0.030883789,0.036193848,275,771,0,0,0.3625,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",49,James,A
19170257,-1.5729828,5.5760956,7.8098755,-1.5729828,5.5760956,7.8098755,-1.5729828,5.5760956,7.8098755,-1.5729828,5.5760956,7.8098755,-1.5729828,5.5760956,7.8098755,-1.5729828,5.5760956,7.8098755,624.6498,1072.9384,1757.5105,1103.2562,0.625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",49,James,A
19170607,-1.3191986,5.480316,7.915222,-1.3191986,5.480316,7.915222,0.042617798,0.025558472,-0.01171875,0.18501282,0.24473572,0.5873718,0.18501282,0.24473572,0.5873718,0.18501282,0.24473572,0.5873718,1103.2596,862.6333,1043.9115,-2478.6248,0.625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",49,James,A
19170808,-1.6304474,5.585663,7.9870453,-1.6304474,5.585663,7.9870453,-0.037261963,0.04046631,-0.0234375,0.18249512,0.2448883,0.5858612,0.18249512,0.2448883,0.5858612,0.18249512,0.2448883,0.5858612,856.64355,293.8833,-1827.3566,-1696.6166,0.625,0.015686275,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",49,James,A
19170929,-1.4532776,5.403702,8.178589,-1.4532776,5.403702,8.178589,-1.4532776,5.403702,8.178589,-1.4532776,5.403702,8.178589,-1.4532776,5.403702,8.178589,-1.4532776,5.403702,8.178589,736,234,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",50,James,A
19171226,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,306,726,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",50,James,A
19171226,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,-1.6065063,5.590454,7.6518555,306,726,0,0,0.32500002,0.007843138,"[Point(0, 1), Point(1, 2), Point(2, 1), Point(1, 0)]",50,James,A
